baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
17376.08572980065,-1.2130101138077736,0.43573777049864715,-2.7838075923958483,0.005372489411594423,0.07509546310873093,MUC5AC
5725.422773437451,-0.5388015203162594,0.13666137414832652,-3.942602828883214,8.060207375207484e-05,0.007464897362928505,HLA-A
4202.6295165290885,-0.39347887446564855,0.11942915434729032,-3.2946634899669793,0.0009853960481620817,0.030940359951076166,GRN
3772.284866727091,-0.48498205171837483,0.15515372196022506,-3.1258164199419203,0.0017731220251436153,0.04174003569668166,VIM
3455.6528067617182,0.40207907925173797,0.08588086761942067,4.6818236750185545,2.8433400531800676e-06,0.0011464492906732454,SRP9
3279.3646971502226,0.6617254933027733,0.19426748970133204,3.4062595564503044,0.0006585953361926562,0.02436802743912828,ADAM28
3225.1623790444796,0.41935820499556514,0.09468719859672586,4.4288796290364205,9.472386854354284e-06,0.0023513598098635377,EIF4A2
2805.127232411071,-0.6759272972486899,0.15811076166544538,-4.275023977677869,1.9111672526268525e-05,0.0035777506008996735,FLNA
2744.99181011666,-0.45298110291681243,0.13020188158316331,-3.479067256239931,0.0005031622898350631,0.0209318174805724,MYH9
2656.940417440378,-0.6010008208259436,0.20282146788130542,-2.9632012188061845,0.0030445747268074905,0.055411964790564566,LMNA
2601.013259826532,-1.2860313165255983,0.4772657963502086,-2.6945809365771796,0.007047720769319725,0.0871954438218353,HP
2329.0238604184397,-0.6953353800144583,0.21506103855188752,-3.233200140278759,0.0012241177038959559,0.035445765898262135,HLA-DRB1
2270.7473154434756,-1.1234426965015316,0.2209883129029771,-5.083719956696393,3.701135154629937e-07,0.00031506235556169647,VWF
2264.3352544332793,-0.4321772485802552,0.12322108763737254,-3.507331876927674,0.00045262426382336435,0.01971611232305375,MAT2A
1939.0267309090143,-0.4929664463087244,0.18836169878779369,-2.6171267804507075,0.00886733995766889,0.09945714752806227,SPARCL1
1691.484093173793,-1.1207073274722221,0.275139422826999,-4.073234275034791,4.6364744253396534e-05,0.005927525230769597,IGFBP7
1515.8442773977379,-3.660839657883663,0.7204847923046478,-5.0810783197429705,3.752983332987722e-07,0.00031506235556169647,PRB3
1671.4843417901095,-0.5377634181729686,0.19253554913492063,-2.7930604015164344,0.005221194163654685,0.07416203341038782,TSC22D3
1568.4399784275834,-1.0266021492523105,0.34480349476408,-2.9773542462344467,0.0029074785276925964,0.05417073441702142,MYH11
1392.4742952201595,0.48458092776340095,0.11277036585802931,4.29705910836059,1.7307905473193822e-05,0.0033561536689579764,PTEN
1290.649788114537,0.5144644386724841,0.10930605539350409,4.706641702698001,2.518309549603619e-06,0.0011464492906732454,CXADR
1245.8815510577842,-0.9514696585258988,0.3324439666793592,-2.8620451982621997,0.004209168765752131,0.06618917884145226,HLA-DRB5
1260.9249137862705,-0.6610770725057121,0.2145165182056444,-3.0817070780161386,0.002058172634831654,0.04565037793376672,TAGLN
233.34714386570695,-1.1608282390919993,0.400056599269248,-2.9016600181384167,0.0037119114791522114,0.06204524877811714,KRT13
1212.2596243909225,-0.4915835801575444,0.12159304424807352,-4.0428593855633554,5.280328987495459e-05,0.006307699815532422,PLEC
1168.5897618931851,-0.48626440775761864,0.14386061615534523,-3.380107918017917,0.0007245737354292403,0.026013520524257545,PODXL
1175.6017321093227,-0.38560756708420374,0.11959036672232218,-3.2244032496325477,0.0012623550409139154,0.03598924098785848,B4GALT1
1144.799737700696,-0.7983682480965479,0.176190554641197,-4.531277228353039,5.862814037096e-06,0.0017394858628931057,ENG
1041.1243389909457,0.4634283514265045,0.17692734925283202,2.619314387422704,0.00881067058952867,0.09917522907683489,FMO2
1094.9551469631801,-0.6239347819580495,0.2065596587302637,-3.02060327652272,0.0025227165864170576,0.0501513505959649,HLA-DPB1
1025.4833559041058,-0.6920740817811878,0.1958484811656933,-3.533721975590271,0.00040975185366698457,0.018804209653735672,CAVIN1
1097.2114072036563,-1.0003044961485241,0.33417827343638606,-2.9933259450481344,0.0027595486131187573,0.05234487568310309,ATP2A3
1012.7183418555,-0.8851954947531707,0.2745490866138187,-3.2241793468367583,0.0012633425135324568,0.03598924098785848,IGFBP4
973.2511355320256,-0.41043458781644726,0.12381927892353807,-3.3147874174739966,0.0009171284196257901,0.02985889109444213,TCIRG1
966.113501387665,-0.5942116405684197,0.1803615166151535,-3.2945589043605072,0.0009857628194269736,0.030940359951076166,TGFBI
930.0107626227139,0.6726986655185857,0.17922832730840405,3.753305493729521,0.00017451795657240758,0.01157930323671354,CHL1
907.582752581051,-0.39304877114051723,0.11017598385299944,-3.5674632292363855,0.00036045394147274254,0.01741112450254141,UBA7
872.3591920378276,0.39192392313218477,0.11660320092042233,3.361176365987237,0.0007761125071272717,0.02712082038794744,IRF2BP2
841.5741163240501,0.40411855956430903,0.12244959654889072,3.3002849413469137,0.0009658670839405698,0.030621491723720685,BROX
812.8770452027367,0.3831590106019679,0.08183551580187946,4.6820626331674955,2.840026713807857e-06,0.0011464492906732454,SSBP2
783.2829996701591,0.41107934633320314,0.0950887062089649,4.323114307916063,1.5384197274866114e-05,0.003101493617272688,ARF6
847.5216269334746,-0.6571731024051327,0.17199998122797233,-3.8207742681907733,0.0001330333720625745,0.00994373800017196,CST3
810.7608992428719,-0.4575421315818687,0.13578057717183764,-3.3697170914425003,0.0007524539370345192,0.026446154284831214,HLA-H
788.6771435656151,-0.5371272767683563,0.1416304273980047,-3.7924567950285195,0.00014916420836306237,0.010613607133525592,VIM-AS1
